sh050m,sh100m,sh500m,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate,DEM,GOP
0.51,0.63,0.83,40485.0,4.9,12.1,11.1,17.9,5.8,4436,10000
0.38,0.56,0.84,46617.0,1.5,7.0,14.6,17.4,7.0,3134,5516
0.65,0.7,0.83,76497.0,0.4,12.4,5.8,29.7,3.7,75499,93341
0.48,0.62,0.84,55780.0,6.6,12.5,10.8,24.5,4.6,5208,10880
0.39,0.5,0.84,45344.0,2.8,14.8,8.5,28.1,5.2,8688,10783
0.58,0.75,0.88,53675.0,0.1,15.1,8.7,22.6,4.4,5640,12872
0.48,0.57,0.87,46713.0,5.4,11.0,14.2,15.0,4.8,921,1607
0.41,0.66,0.86,53829.0,6.3,11.3,7.3,33.6,3.2,14428,15667
0.52,0.68,0.87,56049.0,0.3,11.4,10.7,20.4,4.2,3763,8708
0.35,0.64,0.85,58509.0,5.2,10.1,11.1,22.5,5.3,8460,8160
0.58,0.64,0.8,94057.0,10.6,12.0,5.0,48.1,3.3,21508,29057
0.37,0.58,0.84,49585.0,10.8,11.3,10.8,22.4,6.8,4949,9982
0.49,0.6,0.85,51675.0,-4.8,14.2,12.4,19.1,4.5,1978,3764
0.64,0.73,0.86,74908.0,5.0,10.8,7.0,20.5,4.3,9279,18441
0.46,0.55,0.82,59937.0,6.8,14.2,7.6,33.5,3.4,12974,13549
0.57,0.66,0.85,43797.0,3.1,11.9,11.2,16.1,9.6,1100,2925
0.3,0.33,0.77,48884.0,14.0,10.1,8.5,42.4,4.5,1912,1156
0.46,0.6,0.83,47437.0,-5.7,13.1,11.7,21.2,7.2,1678,3679
0.45,0.55,0.83,51803.0,6.8,11.2,10.0,24.3,5.1,10982,22287
0.59,0.66,0.8,79111.0,1.5,12.7,5.8,41.8,3.4,110251,99624
0.59,0.74,0.87,68238.0,1.5,12.4,7.0,24.4,3.7,3102,6527
0.46,0.55,0.86,55257.0,10.4,11.7,12.2,25.4,3.5,6227,13966
0.55,0.69,0.87,49176.0,-6.7,11.5,12.8,17.8,4.4,2153,4659
0.59,0.68,0.88,60575.0,7.3,12.6,11.4,21.1,4.0,3872,6271
0.56,0.72,0.86,48943.0,-2.8,11.2,11.2,16.7,3.8,6041,8808
0.58,0.72,0.86,66038.0,3.4,10.9,10.3,25.0,3.7,9446,14041
0.48,0.61,0.86,51274.0,11.4,12.5,12.9,19.4,4.7,1104,2063
0.55,0.6,0.76,71184.0,4.3,13.6,7.0,49.2,3.3,429283,191768
0.59,0.67,0.88,58201.0,0.2,10.1,9.6,24.0,3.9,4145,5616
0.36,0.5,0.81,49129.0,2.0,10.3,9.6,27.2,6.5,3432,7269
0.67,0.74,0.86,68303.0,9.2,11.7,7.8,17.7,4.7,5656,13635
0.41,0.58,0.84,51644.0,-0.8,10.5,11.8,22.7,8.5,9015,12920
0.46,0.59,0.86,58849.0,-14.1,11.3,9.9,22.0,4.5,1492,3609
0.51,0.73,0.86,51347.0,1.6,10.1,10.4,14.6,6.5,2327,5230
0.48,0.68,0.84,53034.0,-3.9,14.1,9.2,23.4,3.8,7266,12785
0.45,0.59,0.85,50012.0,-13.8,8.5,14.9,23.9,4.6,823,1349
0.45,0.58,0.82,49393.0,-10.5,8.0,12.4,17.6,8.5,2306,3569
0.49,0.62,0.89,49669.0,-16.3,9.3,12.8,19.1,4.3,1301,2294
0.49,0.54,0.83,62746.0,1.2,9.8,13.1,29.8,6.4,3077,2932
0.33,0.43,0.8,47584.0,-19.8,9.9,11.7,19.3,4.8,553,1540
0.64,0.75,0.86,63451.0,-3.1,11.4,8.8,22.4,4.9,4623,9182
0.47,0.61,0.88,46405.0,-1.4,12.8,12.4,18.4,3.7,860,1930
0.41,0.55,0.85,52989.0,0.0,14.7,8.5,25.4,3.6,3825,7256
0.59,0.73,0.86,58393.0,-2.9,11.7,10.4,17.9,4.4,4978,12155
0.56,0.7,0.89,41640.0,2.4,19.4,11.7,12.2,5.8,930,991
0.49,0.61,0.86,54651.0,-8.4,12.2,7.8,19.0,7.3,1225,3208
0.55,0.62,0.86,48326.0,-5.2,11.5,12.8,20.1,4.1,2733,7062
0.55,0.73,0.87,61374.0,-1.9,11.9,9.2,18.8,4.5,3192,8103
0.5,0.73,0.86,53407.0,3.6,12.6,12.2,15.3,5.9,3709,8340
0.58,0.73,0.88,51422.0,2.1,12.4,10.1,17.1,5.6,3637,12925
0.53,0.69,0.85,53302.0,-0.7,12.8,10.8,21.7,3.2,7444,8826
0.5,0.65,0.88,52373.0,-9.3,11.6,12.3,18.9,4.7,1295,2974
0.47,0.7,0.85,66868.0,1.3,11.1,6.4,32.6,2.8,7886,8436
0.44,0.58,0.8,56069.0,-2.6,17.1,6.9,15.3,3.8,2733,5299
0.56,0.64,0.83,49572.0,-9.3,11.3,16.1,18.4,4.8,1264,1699
0.45,0.62,0.8,72511.0,4.8,14.0,6.9,44.0,3.0,36266,35668
0.45,0.61,0.83,51252.0,5.5,12.1,12.0,25.1,4.3,9339,20939
0.5,0.64,0.84,52724.0,-5.6,12.6,8.9,20.1,5.7,2146,4000
0.44,0.68,0.85,50962.0,-4.5,8.9,10.7,14.5,5.8,4580,8191
0.55,0.64,0.86,51050.0,-6.9,13.0,14.1,21.4,3.8,1127,3338
0.46,0.58,0.8,50893.0,3.3,13.7,10.3,24.1,4.3,4712,8979
0.46,0.57,0.85,58892.0,4.1,11.0,12.2,21.9,3.5,2106,3793
0.6,0.65,0.79,60287.0,2.6,14.4,7.6,41.9,3.6,176929,70778
0.5,0.68,0.86,50625.0,-13.5,11.2,8.5,16.9,7.3,540,1141
0.49,0.69,0.89,54918.0,-13.6,13.1,13.3,18.6,4.1,1887,5137
0.5,0.71,0.86,56724.0,-12.0,12.3,13.1,14.4,5.2,2117,4890
0.58,0.64,0.79,67726.0,3.1,11.7,6.8,27.5,3.5,14437,15429
0.58,0.66,0.87,57518.0,-5.1,11.6,12.3,23.0,2.3,1373,3091
0.49,0.57,0.84,55879.0,-7.2,11.5,8.5,19.3,5.1,1856,5451
0.4,0.49,0.83,50156.0,-1.1,9.9,10.5,28.7,5.7,57769,44631
0.63,0.68,0.82,91046.0,5.8,13.1,4.9,39.3,3.2,28502,39948
0.63,0.71,0.85,83304.0,12.8,13.1,5.9,27.4,4.1,13299,31049
0.61,0.74,0.86,60978.0,-3.7,10.2,11.4,16.7,4.3,1954,5193
0.47,0.69,0.86,57881.0,0.6,12.8,6.3,27.8,3.8,25575,47618
0.57,0.7,0.85,60619.0,-2.0,12.2,8.8,25.0,3.6,6239,11198
0.34,0.46,0.86,58179.0,-11.9,10.8,7.0,29.3,3.0,2116,2800
0.48,0.61,0.87,50954.0,8.0,11.0,11.8,18.0,5.4,1679,2962
0.51,0.63,0.85,46255.0,-1.2,12.9,9.5,15.5,4.7,2783,8485
0.37,0.57,0.83,50416.0,-10.2,10.2,14.0,17.0,3.9,631,1050
0.6,0.75,0.88,63115.0,0.1,11.2,9.2,21.9,3.7,3866,6989
0.49,0.6,0.85,40963.0,-5.3,12.9,16.2,13.6,5.9,1684,4837
0.56,0.73,0.86,53383.0,-9.1,11.4,10.0,20.5,4.3,2838,5967
0.63,0.69,0.82,90755.0,3.6,11.3,6.3,43.2,3.3,67086,64429
0.54,0.68,0.84,49482.0,-5.8,14.4,10.4,15.3,4.9,1814,2768
0.45,0.62,0.85,54373.0,-3.5,11.2,12.9,23.5,3.2,893,2129
0.43,0.57,0.88,56499.0,-0.4,9.5,8.5,29.8,3.5,11366,12122
0.63,0.71,0.85,76256.0,3.0,13.5,6.1,28.4,3.9,20336,43274
0.46,0.6,0.87,55690.0,4.0,12.2,11.1,16.1,3.8,1524,3382
0.55,0.68,0.91,32956.0,0.0,12.1,12.2,17.8,8.2,6921,5125
0.68,0.78,0.93,38675.0,0.3,12.1,12.9,16.4,5.2,2684,11817
0.61,0.75,0.92,34986.0,-5.4,9.5,13.7,13.1,7.3,2688,4282
0.59,0.75,0.9,31722.0,-3.0,13.1,16.2,13.6,6.7,2847,4288
0.74,0.8,0.93,36400.0,12.8,11.9,13.0,10.3,6.7,1713,2240
0.52,0.61,0.9,29633.0,-21.2,13.8,12.3,23.8,7.2,8410,4251
0.72,0.81,0.93,34417.0,-4.9,11.8,12.7,11.3,5.3,1884,4360
0.56,0.75,0.92,39622.0,0.8,8.2,10.6,14.5,7.3,1648,3774
0.73,0.8,0.93,34611.0,-11.9,13.9,11.9,12.4,6.6,3649,4127
0.6,0.72,0.91,36194.0,-6.0,10.3,12.7,17.7,5.6,1198,2763
0.57,0.66,0.88,29266.0,-6.0,12.2,11.9,19.1,11.3,2523,414
0.61,0.73,0.91,37814.0,-4.8,12.0,15.0,11.7,6.8,2556,5088
0.69,0.74,0.92,34408.0,-7.0,11.8,12.3,20.1,8.1,5695,4136
0.56,0.72,0.88,26815.0,-32.1,16.7,12.3,17.1,8.7,6378,2426
0.69,0.78,0.91,34450.0,-8.4,12.5,11.3,14.2,6.5,6203,5576
0.68,0.79,0.92,33348.0,-2.7,13.7,14.6,17.4,5.4,3267,5423
0.58,0.66,0.88,64138.0,9.3,12.4,7.6,24.1,4.2,19892,42155
0.49,0.65,0.89,36709.0,-4.0,13.8,10.0,27.6,5.7,11271,15149
0.59,0.74,0.91,37533.0,-1.0,10.1,11.9,15.3,7.1,1471,2685
0.7,0.77,0.91,50705.0,6.6,16.2,11.4,12.6,7.4,1013,8652
0.65,0.79,0.92,39559.0,2.4,9.1,10.7,8.6,7.3,956,4309
0.61,0.75,0.91,37419.0,-9.7,13.0,14.2,19.7,5.1,4386,5940
0.59,0.7,0.86,45369.0,8.4,10.3,11.0,23.2,6.1,3320,13720
0.51,0.6,0.81,42988.0,5.2,13.7,9.7,22.3,5.5,20679,39710
0.6,0.67,0.88,42903.0,-12.7,13.3,8.9,29.1,5.4,64922,24919
0.54,0.73,0.88,22045.0,-21.3,13.3,11.4,9.9,11.0,5820,1151
0.57,0.7,0.89,25506.0,-15.6,12.1,9.9,14.4,11.4,2652,924
0.54,0.64,0.89,26957.0,-12.8,9.8,5.3,6.7,14.0,395,298
0.72,0.79,0.94,40644.0,-4.1,11.4,12.7,13.4,5.0,1100,8385
0.59,0.65,0.85,53288.0,-0.6,11.6,9.4,20.8,6.6,13087,31204
0.6,0.75,0.91,34806.0,0.7,13.0,11.6,14.5,7.6,4367,4032
0.63,0.75,0.92,26731.0,-27.4,13.8,12.0,15.0,14.8,3337,489
0.66,0.78,0.92,30815.0,-14.5,11.7,13.9,13.9,8.2,3720,2466
0.67,0.78,0.91,40283.0,-6.0,14.3,10.8,20.5,6.1,7748,20076
0.56,0.67,0.9,31018.0,-5.1,8.1,10.3,11.0,8.7,2827,1778
0.38,0.49,0.83,42287.0,10.3,10.9,7.2,43.9,4.9,7968,10872
0.51,0.68,0.89,57419.0,0.8,13.1,7.5,35.2,4.5,5044,18493
0.57,0.67,0.88,40949.0,-14.5,12.8,10.7,20.0,5.9,10910,17574
0.59,0.76,0.91,42291.0,8.2,13.0,11.6,15.6,7.1,2181,4072
0.65,0.78,0.92,35644.0,-1.5,13.2,10.9,12.8,6.0,3579,4775
0.64,0.75,0.91,43834.0,-2.1,13.7,10.5,23.9,4.8,9635,21695
0.58,0.71,0.9,27573.0,-18.9,16.0,12.5,17.5,9.1,6677,2757
0.6,0.76,0.91,39701.0,-4.2,12.0,12.2,16.0,5.7,4458,10550
0.58,0.67,0.88,44142.0,-5.6,13.6,10.3,23.7,6.1,11545,13124
0.55,0.64,0.88,65870.0,10.2,12.8,9.3,47.7,4.3,18358,25607
0.68,0.79,0.91,33416.0,-10.0,12.2,14.6,12.1,6.5,3572,7697
0.67,0.73,0.9,37561.0,-3.7,11.4,10.6,13.7,6.0,7944,6525
0.7,0.77,0.92,38208.0,3.5,11.3,12.8,17.2,6.3,5485,10107
0.58,0.75,0.91,34946.0,4.1,13.2,13.0,20.4,6.4,1775,2334
0.68,0.77,0.92,37195.0,-0.8,14.6,14.1,12.2,5.7,2668,7613
0.63,0.74,0.9,37468.0,-5.9,13.4,12.5,16.6,5.9,2549,5929
0.67,0.75,0.92,29330.0,-7.9,13.9,11.4,13.5,8.2,4330,1181
0.41,0.54,0.89,36105.0,-4.4,11.4,6.7,43.5,5.4,7851,7671
0.68,0.8,0.92,35570.0,-1.9,14.5,11.3,14.9,7.3,7300,7371
0.64,0.73,0.88,43654.0,2.6,11.2,12.1,16.4,6.0,2919,15530
0.68,0.79,0.92,38064.0,0.2,10.9,12.2,11.0,7.1,1220,4135
0.58,0.75,0.9,32485.0,-6.9,13.4,13.7,15.5,6.8,7636,7748
0.72,0.81,0.93,41455.0,13.9,14.3,9.1,15.9,4.7,2123,9442
0.71,0.82,0.94,36558.0,-2.3,12.5,12.0,12.2,5.5,2067,7647
0.63,0.74,0.89,26210.0,-18.7,12.5,13.4,11.4,9.7,2303,998
0.56,0.65,0.89,62284.0,9.4,12.2,7.7,29.2,3.9,13741,46168
0.63,0.78,0.91,34452.0,-9.3,16.9,10.6,12.7,4.6,3999,5742
0.6,0.67,0.89,27880.0,-9.0,11.2,13.2,18.7,8.7,1290,619
0.65,0.77,0.92,39568.0,-6.2,11.2,11.4,12.6,5.4,3871,7393
0.63,0.78,0.93,38521.0,-8.7,11.4,10.9,12.5,5.2,1598,5877
0.66,0.72,0.9,41884.0,-4.6,11.9,12.1,14.5,6.7,1400,4810
0.6,0.69,0.91,29529.0,-14.4,11.3,11.3,15.4,9.3,6560,2768
0.63,0.78,0.92,29233.0,-16.7,10.6,9.9,11.4,6.8,3337,2462
0.72,0.77,0.92,45643.0,-6.8,12.0,10.4,17.4,5.8,3804,7385
0.73,0.82,0.93,38571.0,1.6,12.5,12.5,15.5,5.5,1808,7182
0.72,0.8,0.93,37909.0,3.0,10.6,15.4,10.0,5.5,990,7117
0.71,0.76,0.91,30241.0,-19.5,18.2,10.9,16.8,7.1,2577,840
0.69,0.8,0.93,44880.0,-3.1,13.6,10.9,14.8,4.4,1969,9161
0.65,0.77,0.92,32016.0,-1.2,11.5,13.4,13.4,7.7,2475,3374
0.61,0.69,0.89,41162.0,-11.6,13.3,12.5,23.3,6.3,8518,9420
0.58,0.65,0.89,30187.0,-18.6,14.4,12.2,18.8,9.0,9847,4541
0.64,0.79,0.92,35545.0,-4.5,14.5,11.9,16.0,7.3,3493,5957
0.65,0.77,0.93,39192.0,-9.5,12.2,14.4,17.3,6.2,1001,3949
0.61,0.75,0.93,26390.0,-2.4,10.4,15.0,13.8,10.1,2826,1305
0.63,0.73,0.92,36091.0,-3.8,11.0,13.1,16.6,7.1,3778,4874
0.6,0.76,0.9,35312.0,0.7,12.9,13.2,14.2,6.3,2574,3366
0.7,0.75,0.91,31773.0,18.5,10.9,11.1,14.6,7.4,5221,4568
0.41,0.49,0.87,36819.0,-8.2,10.8,8.7,30.0,5.7,3495,6019
0.67,0.77,0.89,53356.0,2.9,11.0,11.6,23.8,3.7,2045,6665
0.54,0.68,0.88,45966.0,0.4,9.5,12.7,22.5,4.6,541,2059
0.61,0.71,0.88,42463.0,-4.6,13.5,12.3,14.5,4.3,2567,6981
0.62,0.67,0.86,38060.0,-1.2,12.1,12.2,14.5,4.5,2710,11427
0.6,0.72,0.88,40349.0,1.2,11.9,13.3,18.1,5.2,795,4958
0.54,0.75,0.89,42133.0,1.3,11.1,13.0,14.9,5.4,1617,6000
0.44,0.68,0.85,36413.0,15.5,8.7,16.5,13.4,6.1,2024,7212
0.68,0.77,0.91,40935.0,-9.2,10.0,9.8,9.4,5.2,705,4827
0.38,0.45,0.82,52824.0,5.4,11.9,5.4,46.0,3.3,41072,36146
0.64,0.72,0.87,47517.0,-2.9,13.0,10.0,20.7,4.1,12010,21315
0.59,0.68,0.9,35494.0,-1.9,12.9,12.6,13.8,5.7,3036,13647
0.66,0.73,0.87,44952.0,4.0,11.7,11.3,18.3,4.7,837,3231
0.54,0.66,0.86,53186.0,6.0,10.8,8.5,22.2,4.1,4988,13052
0.42,0.53,0.83,47373.0,6.2,9.1,11.2,21.8,5.8,4706,16721
0.51,0.66,0.89,50227.0,1.6,11.5,10.4,30.5,4.3,8468,26939
0.65,0.79,0.9,44581.0,-1.9,11.2,13.2,17.0,5.4,745,3480
0.57,0.68,0.9,33283.0,-10.1,13.0,13.9,16.5,7.1,436,2323
0.63,0.69,0.85,64422.0,10.3,11.5,9.0,26.1,4.2,14816,33006
0.57,0.68,0.85,35998.0,8.7,14.0,15.7,15.3,5.0,1010,5019
0.57,0.77,0.91,44229.0,-10.2,11.4,11.0,18.4,4.4,888,2948
0.54,0.6,0.83,54273.0,7.9,12.4,7.2,28.2,3.9,8505,30941
0.64,0.69,0.89,43975.0,-9.2,12.1,13.1,13.5,7.4,724,2458
0.59,0.63,0.82,65973.0,8.8,12.8,7.2,32.7,3.9,45182,57328
0.63,0.71,0.87,58371.0,-1.6,11.7,12.2,19.4,4.2,2572,7058
0.5,0.61,0.86,55767.0,-4.6,11.9,8.6,32.9,3.6,10907,24610
0.62,0.72,0.89,47187.0,6.3,10.4,11.8,21.4,4.9,1932,5623
0.62,0.75,0.89,41139.0,-9.2,11.2,12.1,11.2,5.4,1824,7724
0.6,0.67,0.86,37884.0,9.0,9.5,14.6,13.6,4.5,637,3184
0.54,0.65,0.84,36178.0,1.3,13.6,12.9,12.4,5.5,1271,5895
0.58,0.74,0.88,43519.0,-8.7,13.6,12.0,18.1,3.9,730,2763
0.65,0.73,0.88,46835.0,-3.4,9.7,9.7,15.3,4.4,824,3540
0.56,0.68,0.88,38722.0,-12.8,12.3,12.4,14.6,5.4,978,5599
0.58,0.7,0.87,33121.0,2.5,11.4,14.0,10.5,6.1,984,5486
0.64,0.73,0.92,33237.0,-9.6,13.5,13.7,13.1,8.3,2360,8026
0.69,0.75,0.89,55496.0,2.7,12.1,10.4,20.1,4.4,12339,35420
0.59,0.76,0.9,48593.0,1.8,10.9,12.4,18.9,4.3,1519,5670
0.62,0.75,0.9,42402.0,-4.8,15.2,14.6,18.0,3.7,605,2304
0.5,0.55,0.83,42802.0,-0.5,12.4,9.9,30.2,3.8,42400,77387
0.52,0.71,0.89,40303.0,7.7,14.5,14.5,18.8,4.6,780,3462
0.59,0.75,0.89,39021.0,-3.5,12.7,14.3,16.2,4.2,574,2965
0.51,0.71,0.85,42607.0,-2.3,11.8,14.2,15.5,5.0,2356,7072
0.47,0.63,0.85,33649.0,19.0,7.7,17.3,10.0,5.6,1016,3539
0.61,0.74,0.88,42240.0,-0.7,10.5,16.3,19.8,3.3,346,1926
0.53,0.64,0.88,48518.0,-11.7,12.1,10.5,24.4,4.4,1279,3277
0.55,0.67,0.87,36323.0,1.2,12.4,12.0,16.5,6.4,2880,13888
0.63,0.77,0.91,34133.0,-3.2,10.3,14.9,10.9,7.2,933,3173
0.61,0.64,0.82,50822.0,3.5,13.6,9.0,30.9,5.1,163723,114777
0.56,0.65,0.85,44699.0,1.3,14.0,9.7,22.9,4.2,10565,35058
0.71,0.76,0.89,61508.0,-1.5,11.7,9.0,20.2,4.3,31546,68973
0.41,0.54,0.79,50257.0,-4.9,13.2,8.3,28.4,4.9,5924,13702
0.57,0.7,0.9,36770.0,7.1,11.5,12.0,15.8,3.6,379,1413
0.61,0.68,0.86,40885.0,-3.4,13.9,11.0,14.7,5.5,2543,12834
0.66,0.75,0.88,52065.0,-1.1,10.9,12.6,20.1,4.3,4047,10977
0.61,0.67,0.85,41934.0,3.4,13.2,11.9,15.3,4.4,2898,13084
0.54,0.62,0.89,43813.0,-6.3,11.5,11.6,14.0,4.5,933,3343
0.65,0.74,0.88,56833.0,6.2,13.6,9.1,15.9,4.5,5561,18111
0.56,0.73,0.89,41176.0,-8.6,11.3,14.9,15.4,6.7,1239,4084
0.57,0.76,0.89,41759.0,16.6,10.6,14.5,19.3,3.9,1265,4879
0.64,0.69,0.84,37594.0,-4.4,15.5,9.8,11.8,4.4,1329,6599
0.58,0.68,0.89,40603.0,-6.3,11.2,13.3,15.7,4.8,1518,5794
0.63,0.77,0.9,36909.0,5.0,11.9,13.9,15.1,5.5,1005,4102
0.63,0.76,0.9,43192.0,-11.6,10.0,11.6,14.1,5.1,794,3559
0.61,0.7,0.89,45187.0,-1.8,13.0,11.4,20.9,4.3,2993,9418
0.54,0.68,0.88,42239.0,-3.8,13.4,9.6,18.0,4.6,216,1486
0.58,0.69,0.89,41274.0,3.8,12.5,11.2,16.6,5.2,1750,9285
0.65,0.71,0.92,32388.0,-14.8,10.6,12.3,12.4,6.7,1458,3600
0.67,0.74,0.9,50241.0,3.3,13.1,9.2,19.0,4.4,1237,5344
0.62,0.72,0.9,41630.0,-0.5,12.3,12.3,12.8,4.8,853,3159
0.64,0.75,0.9,42701.0,-6.2,10.8,15.4,13.7,4.6,1118,4124
0.52,0.64,0.85,38412.0,3.1,13.6,15.4,12.9,5.9,1768,6757
0.62,0.73,0.92,33037.0,-12.7,12.6,12.6,12.7,9.3,1933,5270
0.61,0.69,0.86,46170.0,-0.3,11.9,10.8,19.7,4.4,4988,20546
0.41,0.64,0.88,44923.0,-9.1,10.2,8.8,27.8,4.7,2529,6379
0.52,0.61,0.88,30126.0,-7.3,11.1,14.0,12.2,6.0,865,3668
0.65,0.75,0.92,55781.0,2.1,12.3,8.8,18.9,3.4,998,5845
0.53,0.62,0.84,32042.0,-13.2,8.3,13.3,12.2,7.3,724,3639
0.58,0.71,0.92,33293.0,-21.6,15.2,14.0,12.1,8.9,1946,3964
0.68,0.8,0.92,51922.0,5.2,11.7,10.0,16.0,3.6,1520,6907
0.55,0.69,0.85,42089.0,-3.8,13.4,10.3,18.4,4.9,4322,12792
0.44,0.64,0.85,40738.0,-1.9,11.4,10.5,29.5,4.8,4761,12699
0.63,0.75,0.9,43617.0,4.1,12.0,11.1,16.1,4.5,1806,5274
0.53,0.58,0.78,77933.0,17.1,12.5,7.2,41.8,3.6,18915,24975
0.53,0.59,0.84,44357.0,2.2,12.0,10.0,20.3,4.9,2630,10435
0.23,0.28,0.52,50870.0,-24.1,15.0,5.7,25.9,5.4,2918,9870
0.55,0.65,0.89,40150.0,-5.8,13.0,14.9,18.9,4.6,352,1936
0.62,0.74,0.89,51564.0,6.9,9.1,10.0,13.6,4.0,1138,3969
0.61,0.68,0.88,43386.0,-3.5,11.4,10.8,15.3,5.3,2283,7529
0.7,0.78,0.9,57589.0,-1.9,11.4,11.8,13.9,4.9,3088,7103
0.57,0.74,0.91,33487.0,13.0,8.7,13.0,11.1,6.5,540,2402
0.6,0.69,0.91,30796.0,1.4,12.5,14.7,10.9,7.1,830,4520
0.62,0.67,0.84,80696.0,9.7,11.6,7.0,37.8,3.5,68225,120899
0.46,0.71,0.86,35683.0,-6.5,10.8,17.2,13.4,6.3,936,3501
0.65,0.8,0.91,57701.0,3.2,10.0,9.0,17.7,4.7,2540,5495
0.63,0.77,0.9,42851.0,2.6,10.7,11.4,14.0,5.5,6250,17467
0.64,0.66,0.83,62756.0,-5.0,11.7,9.9,43.2,4.2,280866,199081
0.52,0.64,0.83,43095.0,-5.5,10.8,11.0,18.0,4.7,2787,5977
0.59,0.67,0.89,38134.0,-4.4,15.1,10.7,11.6,6.4,354,1505
0.6,0.67,0.89,39399.0,11.3,19.7,14.6,12.0,4.1,365,1525
0.61,0.69,0.91,41738.0,-7.2,12.3,11.2,14.5,5.7,3574,13168
0.57,0.68,0.9,29499.0,-4.4,10.2,12.1,15.8,7.4,776,2966
0.57,0.69,0.9,40679.0,-7.4,12.7,14.8,17.0,4.2,606,2524
0.68,0.73,0.92,37694.0,-5.7,11.0,13.4,13.2,6.4,1873,11077
0.51,0.57,0.81,43092.0,10.3,7.8,12.5,18.4,7.0,2886,13149
0.56,0.69,0.89,40770.0,-10.9,14.2,9.1,12.2,5.8,526,1884
0.45,0.51,0.8,38268.0,5.9,12.1,11.0,18.4,7.4,4367,18240
0.52,0.65,0.85,33879.0,6.1,11.8,12.0,14.1,6.3,1728,8875
0.56,0.7,0.87,39036.0,-5.0,12.7,12.8,17.7,4.9,1706,6526
0.64,0.73,0.87,54756.0,6.3,12.7,9.0,18.6,4.2,3915,11109
0.68,0.8,0.92,35745.0,2.6,12.0,12.0,9.4,6.4,1926,7047
0.59,0.68,0.9,30793.0,-11.7,10.9,13.7,10.3,5.4,946,4640
0.61,0.67,0.85,46989.0,8.1,15.2,8.8,16.9,4.9,3173,12829
0.58,0.72,0.89,41338.0,-4.9,10.8,19.2,17.5,3.0,195,808
0.63,0.69,0.87,32722.0,0.9,13.7,12.3,11.4,5.9,1166,6703
0.62,0.64,0.83,39954.0,-15.9,14.2,9.5,35.0,5.5,101487,20281
0.24,0.36,0.75,40218.0,17.8,9.5,8.7,35.5,3.3,1115,3243
0.43,0.67,0.84,39445.0,1.2,20.0,10.7,17.4,7.2,2061,1833
0.39,0.52,0.83,36852.0,-2.8,17.8,9.9,21.8,4.6,1187,1259
0.24,0.47,0.69,50791.0,13.9,9.2,10.3,27.0,4.9,566,2329
0.22,0.43,0.65,53794.0,13.1,6.6,11.8,32.0,3.9,1824,3729
0.16,0.36,0.71,47280.0,22.4,11.2,9.5,17.5,2.7,70,677
0.38,0.43,0.65,45569.0,-7.0,13.7,11.0,26.0,4.0,12053,19343
0.19,0.5,0.76,40718.0,0.7,10.0,9.9,27.3,3.7,729,1676
0.37,0.44,0.76,48935.0,-21.4,13.3,12.2,22.5,3.5,1172,3638
0.35,0.42,0.73,49333.0,-5.7,8.6,12.0,21.9,2.6,167,729
0.36,0.41,0.71,55312.0,-36.2,12.7,10.3,21.0,3.8,786,3298
0.46,0.58,0.79,38394.0,0.1,9.0,14.2,17.4,3.8,2018,1736
0.33,0.44,0.76,54158.0,-30.7,14.7,11.2,17.3,3.6,154,1276
0.32,0.48,0.73,45520.0,4.8,11.4,13.7,28.9,3.9,1196,4235
0.41,0.46,0.65,50249.0,17.5,11.9,9.4,29.9,5.6,13233,30079
0.28,0.3,0.54,60439.0,30.7,11.9,5.2,49.0,2.8,23879,23360
0.24,0.42,0.78,43328.0,7.7,13.9,10.8,16.8,2.9,34,653
0.51,0.57,0.83,37207.0,-1.5,17.2,10.4,19.0,8.5,3076,1598
0.15,0.4,0.64,38276.0,-7.4,9.8,12.3,25.9,4.5,71,365
0.29,0.37,0.63,43469.0,40.9,5.6,9.9,26.6,5.9,469,1185
0.35,0.44,0.76,41705.0,-8.5,18.3,10.0,24.5,4.3,2350,3446
0.18,0.47,0.7,62734.0,17.1,7.9,7.5,34.0,4.6,1975,4099
0.17,0.42,0.75,44607.0,4.7,7.8,8.3,28.6,3.4,232,867
0.49,0.54,0.76,40888.0,7.2,12.1,10.5,28.0,4.7,4703,7453
0.35,0.47,0.7,60370.0,7.0,11.8,8.7,38.6,3.3,14331,16665
0.29,0.42,0.7,38535.0,7.9,11.7,11.2,16.6,3.1,205,695
0.32,0.43,0.65,37793.0,15.1,8.5,13.2,20.2,9.0,2040,6720
0.31,0.49,0.8,46001.0,18.1,11.1,11.7,16.1,1.9,154,858
0.28,0.32,0.53,51252.0,8.1,8.2,11.2,28.9,3.8,1175,3280
0.24,0.47,0.7,39284.0,12.0,10.9,9.8,26.1,4.0,191,728
0.19,0.42,0.66,39933.0,-12.8,10.4,14.0,17.3,7.6,515,1322
0.34,0.43,0.67,47086.0,16.2,10.7,7.5,42.5,3.7,30740,21699
0.39,0.45,0.66,42103.0,7.1,9.1,11.4,14.1,5.1,331,1961
0.36,0.38,0.59,45405.0,7.7,9.1,9.3,32.4,4.3,3521,4872
0.28,0.46,0.74,43230.0,41.4,2.1,6.2,29.0,4.7,30,276
0.37,0.42,0.77,42550.0,-11.6,13.8,10.2,20.5,5.3,315,1715
0.38,0.52,0.77,39984.0,-10.7,13.0,12.9,24.8,4.2,737,1786
